user_id,datei,dev,years,item_id
SECHSACHTACHT,,,,762390.0
nic2339,,,,759110.0
niggadave2,,,,759100.0
76561198057784104,,,,759102.0
76561198045500373,,,,411970.0
night0fdarknes5,,,,476420.0
ClamALone,,,,759800.0
76561198067485186,,,,584100.0
DramaLlamaYoutube,,,,711940.0
76561198120107003,,,,759103.0
gameoverk,,,,769010.0
Illuminationz,,,,745790.0
QuenchingAlarm1,,,,637803.0
76561198057178210,,,,637804.0
76561198046211315,,,,706100.0
76561198078497791,,,,587620.0
76561198068521607,,,,658660.0
76561198056336341,,,,686710.0
AsunaSempaii,,,,760720.0
76561198070728917,,,,611660.0
76561198033173262,,,,662230.0
76561198047367837,,,,589440.0
Nikavek,,,,760930.0
nikhilOCE,,,,758210.0
Underpaidassassin,,,,673830.0
76561198084173195,,,,564190.0
TFWUMastab82Sanic,,,,677180.0
76561198079521222,,,,760700.0
yosoygenial,,,,750120.0
76561198058151834,,,,727180.0
76561198081711671,,,,710190.0
76561198036617399,,,,377300.0
76561198045657967,,,,651050.0
76561198043464234,,,,644200.0
76561198012040937,,,,745620.0
76561198083596903,,,,758480.0
76561198092381867,,,,760360.0
ozeyeball,,,,757860.0
76561198057993553,,,,756190.0
AllBlack117,,,,623266.0
76561198039861201,,,,736180.0
suitingn,,,,623261.0
76561198031630419,,,,521890.0
76561198054581453,,,,575090.0
76561198005864754,,,,760210.0
76561198020511297,,,,754780.0
NintySoft77,,,,728070.0
76561198078390373,,,,741630.0
76561198074464808,,,,610560.0
76561198013059927,,,,702320.0
76561198045789242,,,,731630.0
Nipsey,,,,746760.0
maayte,,,,766770.0
Nirvesta,,,,712060.0
Nishanji,,,,765340.0
76561198049952737,,,,593530.0
76561198085249560,,,,726650.0
NitoBurrito,,,,745580.0
76561198041912618,,,,752650.0
Nitro212,,,,733990.0
Nivean,,,,756020.0
76561198027275511,,,,760350.0
urosh998,,,,749000.0
Nixus6,,,,755560.0
76561198067947102,,,,712080.0
76561198081411567,,,,756150.0
76561198048412445,,,,758600.0
newtwu,,,,574070.0
BarryMannilol,,,,756050.0
76561198068529924,,,,716050.0
Ka2Dx,,,,763300.0
angia93,,,,754700.0
76561198087612890,,,,262810.0
76561198064893805,,,,682980.0
76561198100073311,,,,749220.0
76561198088826448,,,,733440.0
Deaththunderwolfx,,,,765600.0
novace,,,,695270.0
plz2halp,,,,432940.0
improm8,,,,750620.0
76561198065026562,,,,691890.0
DipShiet,,,,637410.0
76561198032706277,,,,750740.0
NobleLegend,,,,726100.0
76561198016592205,,,,765750.0
76561198068813992,,,,762140.0
ustupit,,,,735570.0
Ravesman,,,,587260.0
xXnocommentXx,,,,750911.0
kong6456,,,,750912.0
NocturnalPotato,,,,750910.0
gogetfuckedcunt,,,,703630.0
76561197971330852,,,,764661.0
76561198081440127,,,,752000.0
nogginess,,,,764660.0
76561198068457393,,,,752690.0
76561198074722204,,,,752310.0
76561197988467116,,,,729390.0
2910463,,,,758090.0
76561198056410587,,,,740170.0
76561198086253170,,,,675355.0
76561198045420600,,,,734350.0
76561198012189830,,,,751950.0
alphalegion,,,,388140.0
76561197993524398,,,,759681.0
Nommnommmonster,,,,728301.0
gfrwesaude,,,,748800.0
76561198033698382,,,,759680.0
Shad3Gam3r,,,,730410.0
NoobPromedio,,,,737820.0
76561198039183543,,,,503280.0
weherphere,,,,719540.0
76561198031486094,,,,483770.0
chaffbags,,,,764600.0
76561198065160268,,,,732140.0
76561198088807138,,,,756650.0
76561198077727561,,,,752240.0
76561197971598396,,,,757290.0
76561197970347433,,,,597840.0
nl_noone,,,,756010.0
aszuria,,,,706770.0
76561198074430595,,,,580731.0
76561198055804232,,,,394430.0
76561198092494600,,,,762970.0
hilomynameismilo,,,,570420.0
Nopeism,,,,738020.0
76561198045670947,,,,738050.0
76561197999351396,,,,739880.0
Nordo,,,,742470.0
76561198216710301,,,,575970.0
76561197970980141,,,,709620.0
76561198050822800,,,,630916.0
76561198072151315,,,,763600.0
76561198058536640,,,,427490.0
JasonVDZ,,,,690040.0
76561198043305211,,,,730940.0
coonfag,,,,502970.0
obcs,,,,727480.0
SenorcThePie,,,,726910.0
76561198066675436,,,,760280.0
76561198061905521,,,,666590.0
76561198024744929,,,,692080.0
GilfSlayer,,,,760420.0
101676057,,,,754120.0
76561198059977575,,,,740990.0
76561198021354387,,,,342310.0
76561198064380004,,,,677997.0
soggzillanator,,,,677995.0
76561198053918682,,,,760680.0
Iskaroth,,,,399835.0
76561198071480873,,,,425541.0
pleaseendmyfuckingsufferingcyka,,,,757950.0
eyeharp,,,,758590.0
notamericano,,,,634014.0
76561198043779877,,,,755490.0
OfficalNotEvenNiNja,,,,764330.0
opezar,,,,674970.0
76561198090457112,,,,764331.0
FadeDex,,,,764320.0
76561198079890309,,,,754300.0
notsodirtyharry,,,,764270.0
Ihavecripplingmemepression,,,,762660.0
76561198049951543,,,,240720.0
76561198074605036,,,,748660.0
76561198012852825,,,,754880.0
n0vacan3,,,,764750.0
76561198027345977,,,,761270.0
novacored,,,,763870.0
76561198070559938,,,,737880.0
nova_prime,,,,720020.0
novokainNZ,,,,758180.0
76561198146967817,,,,756900.0
fivewordsinfuckingneon,,,,408530.0
76561198071739067,,,,679300.0
DaFrikkerMan,,,,653500.0
76561198002724127,,,,764250.0
76561198036618521,,,,754900.0
gefiltefishegg,,,,703300.0
76561198017489100,,,,740100.0
synfire0x59,,,,711064.0
76561198081891488,,,,566700.0
76561198029310996,,,,763560.0
TheWildKermit,,,,724310.0
76561198003736211,,,,766440.0
nugyflex,,,,766442.0
nuke1st,,,,766443.0
76561198025210935,,,,766441.0
nukem2000,,,,766446.0
76561198070735789,,,,766445.0
Nultz,,,,766447.0
76561198008565345,,,,766444.0
TheMiffedOne,,,,766470.0
76561198063005716,,,,766449.0
gourmetdeadthings,,,,766448.0
76561198096211787,,,,766471.0
freshcake,,,,766472.0
76561198040636904,,,,766520.0
76561197973114685,,,,284080.0
76561198050404561,,,,766521.0
Goofen,,,,757480.0
76561198061684187,,,,670930.0
76561198107001574,,,,716000.0
679gog,,,,732480.0
76561198104438335,,,,637798.0
76561198065416066,,,,739281.0
MajesticRain,,,,752750.0
nydac98,,,,765050.0
76561198059333626,,,,734890.0
76561198056913989,,,,721150.0
Osiris5622,,,,721151.0
waytogoidiot,,,,721144.0
axios11,,,,721145.0
76561198074860147,,,,721146.0
ocriativo,,,,744020.0
iamhungryfeedme,,,,721140.0
76561198090713504,,,,741390.0
o0Mongoose0o,,,,679240.0
76561198034794083,,,,756722.0
oakex,,,,756723.0
76561198067751819,,,,756724.0
greedking,,,,737660.0
Asunabubba,,,,749050.0
ggfdhd,,,,746410.0
76561198047359151,,,,747290.0
spamnz,,,,750710.0
76561198010123089,,,,714100.0
76561198074557309,,,,756100.0
76561198103387994,,,,648750.0
76561198085457850,,,,744550.0
76561198095265398,,,,754200.0
76561198072912995,,,,728890.0
Obvious_Failure,,,,740450.0
AquaticBreeze,,,,754190.0
76561198047628653,,,,731920.0
ThouShaltCountethToThree,,,,723540.0
76561198040927561,,,,486460.0
zeldafan57,,,,420829.0
76561198027240315,,,,733020.0
jtwh,,,,645530.0
Cartrz,,,,740470.0
76561198039283395,,,,733840.0
76561198072331143,,,,741930.0
Flatzone2,,,,758380.0
YvesYvesYves,,,,756640.0
jcottle,,,,752910.0
76561198078825177,,,,750770.0
76561198079329399,,,,674220.0
bingobrongo,,,,698980.0
spirt_swat,,,,719160.0
overlordofgaming,,,,761320.0
76561198056288746,,,,635550.0
fruity_ninja,,,,674130.0
linkocarinatime,,,,745250.0
76561198085316041,,,,666330.0
HiMyNamesZed,,,,728270.0
qtdraws,,,,739030.0
getsarged,,,,758350.0
aozytrolling,,,,378690.0
76561198080947173,,,,755720.0
76561198080450686,,,,746110.0
76561198088401537,,,,752110.0
OhMoosey,,,,701370.0
76561198045564325,,,,665890.0
76561198083008209,,,,368180.0
76561198081838594,,,,755600.0
Pooptimemachine,,,,757450.0
76561198075471497,,,,463530.0
76561198086784892,,,,750330.0
76561198106154413,,,,744440.0
bumcraft123,,,,753286.0
twan-newn,,,,656170.0
1233451231252123,,,,734990.0
OkeeYokee,,,,759810.0
76561198068177281,,,,650000.0
pusycrshr,,,,745770.0
76561198055524995,,,,708890.0
Grozie,,,,743050.0
76561198123830073,,,,726250.0
76561198071050982,,,,743040.0
76561198031838821,,,,742800.0
greenday990310,,,,743060.0
76561198095402112,,,,746500.0
oldboss,,,,747770.0
punchingchicks,,,,717790.0
76561198048275331,,,,488430.0
76561198057988265,,,,723880.0
76561198042385933,,,,745060.0
76561198157374866,,,,728020.0
ILOVEWEINERS,,,,757980.0
randomaddressfornow,,,,741540.0
76561198005999162,,,,573650.0
Omega9001,,,,725090.0
76561198094503744,,,,573340.0
gamerbegamin,,,,573730.0
omegavondoom,,,,573670.0
76561198069070596,,,,573700.0
76561198084047806,,,,590720.0
76561198090573056,,,,723110.0
76561198005920451,,,,682660.0
76561197998356183,,,,756260.0
76561198088929935,,,,755820.0
76561198023224187,,,,747990.0
Omgicfan9,,,,634160.0
OmGwTfLoLrOfLmFaO,,,,661142.0
76561198086699150,,,,726200.0
Ominous_Noise,,,,661140.0
76561198004741574,,,,752790.0
ommeeh,,,,661141.0
76561197972797551,,,,572660.0
76561198081926985,,,,696310.0
omnigriffes,,,,742280.0
omnixbro,,,,727230.0
liverpool__61,,,,748150.0
76561198038983816,,,,747910.0
One-EyedKing,,,,752540.0
76561198098284386,,,,750780.0
onebyone111,,,,721030.0
76561198100769796,,,,724070.0
76561198062180901,,,,745840.0
Onge59,,,,744040.0
76561198054200662,,,,742230.0
76561198255656942,,,,759590.0
76561198054796819,,,,563740.0
76561198064813230,,,,751280.0
ParalysedChook,,,,747750.0
Onlyme88,,,,672140.0
OnnixGaming,,,,462603.0
76561198024001992,,,,708173.0
76561198081848869,,,,759490.0
OnyxHavok,,,,749240.0
76561198047717614,,,,749241.0
kerserisasickcunt,,,,715150.0
76561198083731654,,,,720400.0
ooovegitaooo,,,,603550.0
rogerrr,,,,740080.0
76561198054613028,,,,747160.0
76561198042884383,,,,757760.0
76561198208354743,,,,757790.0
76561198059494045,,,,759280.0
76561198071152724,,,,759390.0
76561198073528092,,,,762060.0
76561198068420037,,,,759330.0
76561198086810348,,,,749040.0
phantom02k,,,,760940.0
OrackBobama,,,,755710.0
0rangeZ3r0,,,,688890.0
76561198041174745,,,,749270.0
kekles,,,,652270.0
orangesims,,,,748030.0
76561198046927090,,,,705550.0
76561198074489228,,,,758300.0
oranos222,,,,710700.0
orbwalker,,,,592373.0
76561198033050980,,,,667600.0
CptKickass,,,,582720.0
76561198043810766,,,,740070.0
eamonshort,,,,754160.0
76561197996010735,,,,750840.0
76561198064317610,,,,732040.0
Orifromtheforest,,,,756540.0
76561198081120147,,,,598810.0
76561198079293112,,,,752500.0
isoduo,,,,717240.0
76561198036742033,,,,746220.0
iinverno,,,,577359.0
afrodude23,,,,755220.0
76561197963706487,,,,724750.0
76561198060029466,,,,740400.0
orphoftheabyss,,,,733180.0
76561198056838505,,,,739251.0
Orphaned,,,,739256.0
Orpington,,,,718650.0
76561197966298550,,,,750492.0
ComputerTheGamer,,,,742700.0
76561198067033117,,,,706440.0
robsonrrs,,,,748610.0
bigbeno37,,,,714260.0
0862770364,,,,734580.0
otaku-hime,,,,725790.0
76561198044585275,,,,737600.0
76561198093632392,,,,758040.0
frozout,,,,680720.0
76561198018564065,,,,737490.0
Holly1999,,,,761231.0
76561198045066877,,,,746340.0
76561198062385314,,,,675354.0
76561198102485241,,,,761250.0
76561198048261122,,,,761210.0
overlord23,,,,754040.0
76561197971259035,,,,754130.0
cbxkapil,,,,694130.0
owen_sweet,,,,662260.0
UAMOOSE,,,,733570.0
Owned7,,,,737070.0
76561198083814242,,,,744280.0
76561198086139632,,,,754390.0
76561198074620435,,,,609150.0
ImStaticZz,,,,745370.0
76561198008756970,,,,675430.0
76561197976356495,,,,733090.0
ozatomic,,,,637787.0
ozi10,,,,708510.0
creative_url,,,,744720.0
76561198026332576,,,,598640.0
76561198078764700,,,,715890.0
protatoSTALKER,,,,747130.0
76561198067069352,,,,613980.0
76561198065580736,,,,732010.0
tittyman,,,,638110.0
76561198045467294,,,,719280.0
hhiiss,,,,737270.0
Fox_Hanyou_Mikoto,,,,744660.0
76561197999240770,,,,746540.0
76561198062477459,,,,760130.0
adampaddy,,,,622820.0
76561198082177323,,,,733050.0
76561198147002164,,,,653920.0
76561198064585591,,,,688210.0
jbvinssr,,,,711600.0
76561198060146647,,,,751680.0
avigniate,,,,751870.0
76561198134824579,,,,726160.0
SvnK7,,,,740740.0
zenkipac,,,,755180.0
damnPacmanbackatitagain,,,,752080.0
pacman3333333,,,,727900.0
pacopromlg,,,,756721.0
padadula,,,,755190.0
76561198256306829,,,,748010.0
76561198065050422,,,,701730.0
PadukSteam,,,,745380.0
76561198074311354,,,,350880.0
76561198062375205,,,,740320.0
SniperMortal,,,,522470.0
76561198004901938,,,,741430.0
76561198067755390,,,,751080.0
YFuqU,,,,758290.0
z0mbiehaxor,,,,749670.0
76561198077829974,,,,750960.0
76561198066026014,,,,684850.0
76561198039969558,,,,684851.0
samsul,,,,695860.0
Samuel_Faith,,,,748520.0
Once-ler,,,,757750.0
76561198061205867,,,,730630.0
palelord,,,,718940.0
76561198049713032,,,,730631.0
Pallid-John,,,,738560.0
Palony,,,,725020.0
76561198022004951,,,,730632.0
76561198042193560,,,,746360.0
76561198081411302,,,,424030.0
ReidRoseau,,,,604920.0
76561198063677145,,,,751750.0
76561197968339195,,,,732470.0
pandaaus,,,,746770.0
MrShyPanda,,,,745740.0
76561198061051320,,,,678733.0
76561198061091780,,,,699010.0
76561198081095667,,,,759230.0
76561198085653923,,,,702510.0
Deathbyfall,,,,731640.0
76561198063220816,,,,748430.0
PandaCommandaa,,,,758420.0
Pandaliti,,,,727490.0
Ronnieandfriendsthatarecool,,,,710520.0
76561198084750842,,,,720720.0
76561198062139862,,,,720810.0
76561198046075289,,,,708340.0
76561198067265748,,,,719340.0
Toxic_Crimson_Viper,,,,741770.0
76561198075924081,,,,745340.0
panelata,,,,602160.0
mrfun1003,,,,754660.0
Lintai,,,,709300.0
76561197999136636,,,,728950.0
76561198046143052,,,,755200.0
76561198024099123,,,,746620.0
Pants_Optional,,,,749600.0
76561197999140519,,,,716910.0
bekabags,,,,732390.0
76561198058972207,,,,748260.0
76561198093282552,,,,756620.0
paddy3450,,,,712350.0
UzamiJericko,,,,630918.0
76561198054736284,,,,750640.0
76561198029634836,,,,757080.0
76561198077512503,,,,742820.0
76561198057299901,,,,718700.0
76561198067422412,,,,555600.0
sunstudios,,,,656740.0
76561198060619286,,,,753120.0
76561198075697854,,,,654180.0
76561198078017438,,,,753040.0
papakimple,,,,749340.0
jackglisan,,,,730700.0
Capscain,,,,612880.0
76561198043909489,,,,742220.0
OMEGA15,,,,552700.0
Nexu-Kun,,,,662353.0
76561198056981204,,,,625100.0
391204566,,,,739210.0
tortilla_very_nice,,,,637783.0
76561197970930089,,,,714430.0
76561197998080275,,,,637784.0
snapbacksback,,,,637786.0
76561198028065214,,,,637785.0
foreverkewl,,,,691820.0
paravion,,,,706090.0
76561197993061389,,,,710610.0
cyroblade,,,,563780.0
76561198004669632,,,,749080.0
parkachu,,,,701940.0
76561198297906261,,,,752450.0
alphatilde,,,,688259.0
76561198005994396,,,,688258.0
76561198052122806,,,,688270.0
PartlyLukerativ,,,,688271.0
76561197994010565,,,,688272.0
Alirayzack,,,,688273.0
Artful-dodgeR,,,,748270.0
76561197980275567,,,,746800.0
Pasta_Dragon,,,,561630.0
PastyAsian,,,,748540.0
76561197982057921,,,,748910.0
76561198034238797,,,,748980.0
76561198051497945,,,,746390.0
pc1000,,,,749010.0
nannernuke,,,,687730.0
popojoe,,,,755730.0
76561197990771193,,,,728050.0
76561198048171603,,,,752990.0
76561198041548875,,,,563610.0
goodthanks,,,,711700.0
pattowan,,,,738730.0
PatSWAG,,,,741370.0
76561198087754089,,,,661360.0
EdfromNZ,,,,700140.0
76561198067171086,,,,689130.0
76561198045506675,,,,745801.0
ared72,,,,434030.0
76561198150482538,,,,753000.0
Muscovites,,,,753003.0
76561198073320826,,,,753002.0
76561198038866958,,,,745802.0
Pdhelliot,,,,753004.0
76561198108452739,,,,745800.0
CambodianPrincess,,,,753001.0
76561198071374629,,,,639525.0
76561198076774793,,,,632730.0
76561198079023082,,,,452570.0
PEANUTS4,,,,749230.0
76561198047956258,,,,601780.0
76561197988666264,,,,652520.0
Howaboutsomegoodoldsuicide,,,,743790.0
76561197961527817,,,,756140.0
T_erry73,,,,756120.0
76561198080272652,,,,756121.0
76561198060406659,,,,756130.0
76561198085377458,,,,519890.0
76561198057349395,,,,747790.0
76561198078983740,,,,732950.0
76561198026953499,,,,501610.0
PETEGEE,,,,754630.0
peelyy,,,,500440.0
76561198087667895,,,,665160.0
76561198003898832,,,,748730.0
peetsasucks,,,,593700.0
GGarry,,,,753480.0
76561198069680374,,,,753500.0
kekmanzzzz,,,,753470.0
katarushikun,,,,756954.0
76561198082521810,,,,753460.0
1875489156748,,,,756950.0
76561198040385787,,,,756955.0
76561198054788197,,,,756953.0
76561198011898524,,,,756951.0
76561198072170359,,,,757020.0
76561198055331993,,,,639490.0
mexicanburritobandito,,,,517270.0
deathtotraitors777,,,,661340.0
anpepo,,,,738640.0
76561198079647385,,,,708780.0
ekenator,,,,743480.0
76561198093156182,,,,756952.0
76561198042386729,,,,702110.0
76561198042409394,,,,747420.0
Kephen_,,,,747700.0
ustalker,,,,739200.0
76561198046740784,,,,618470.0
76561198073221128,,,,745870.0
76561198033132089,,,,730920.0
76561198066119755,,,,741260.0
76561198054483274,,,,743640.0
76561198065340949,,,,752350.0
76561198079330807,,,,752850.0
76561198017618407,,,,752830.0
76561197984140648,,,,744630.0
The_Accidental_Dong_Slam,,,,591983.0
76561198091454024,,,,742900.0
76561197973182812,,,,726170.0
F22Flipside,,,,577000.0
76561198078601271,,,,697850.0
Illustrator1,,,,523940.0
76561198070015638,,,,740150.0
76561198080759661,,,,735540.0
76561198073686665,,,,713320.0
76561197976556647,,,,729990.0
011000100001000111,,,,734490.0
76561198033883965,,,,738580.0
mungkonasian,,,,743410.0
76561197997407450,,,,713920.0
IcarusRose,,,,748580.0
Vixerose,,,,703060.0
76561198054473072,,,,723530.0
therealphart,,,,650860.0
Phasmore,,,,749710.0
idiotcuz,,,,737810.0
majorsilentderp,,,,737380.0
76561198079113109,,,,495480.0
76561198033720513,,,,610290.0
76561198043880297,,,,752230.0
mulberrychief,,,,755270.0
76561198056545854,,,,601510.0
sovannara23,,,,685300.0
brzeski,,,,573740.0
PhireBird,,,,721340.0
PhlexOG,,,,721341.0
luannyboyzz,,,,706122.0
76561197989312512,,,,754650.0
Kill3rVen0m,,,,640140.0
76561198045006942,,,,612370.0
dat-ace-attorney,,,,706121.0
76561198049327857,,,,515230.0
pcpickkykung,,,,706120.0
76561198044381440,,,,601770.0
doridoridoridori,,,,704520.0
gutsifier,,,,648550.0
76561198066948973,,,,748880.0
mattgreenbury,,,,544680.0
pickle_miester,,,,751540.0
76561198065554374,,,,730730.0
catki19,,,,751120.0
76561198057326723,,,,728110.0
76561198076049774,,,,711260.0
PiedLaR,,,,754270.0
piedude,,,,681740.0
76561198012630014,,,,739940.0
76561198064946763,,,,601990.0
PiePoon,,,,743240.0
BurntPies,,,,592600.0
CALEBPITT,,,,751890.0
76561198101332053,,,,747600.0
76561198075920032,,,,692770.0
76561198052836495,,,,738290.0
76561198035701234,,,,745670.0
76561198014552338,,,,740040.0
76561198044731963,,,,745220.0
76561198062210788,,,,684980.0
pigmentcs,,,,746300.0
76561198066797772,,,,746890.0
SCARYKILLERZ,,,,576940.0
IGotItFormMyDADDY,,,,734540.0
76561198064696678,,,,590820.0
76561198053872343,,,,719950.0
pilfir,,,,657280.0
76561198056518362,,,,746490.0
killafroggy,,,,723070.0
G3T_0N_M4H_L3V3L_5KRU3,,,,734070.0
76561198040844353,,,,750230.0
ThePinchyParable,,,,585710.0
kingpineapyula,,,,754670.0
pingas4daysbruv,,,,694950.0
76561197990836063,,,,721440.0
76561198047245194,,,,724870.0
76561198081613852,,,,729310.0
76561198070528856,,,,745880.0
76561198065916658,,,,696360.0
PinkamenaDianePyro,,,,749200.0
76561197982151291,,,,736390.0
76561198123617303,,,,728620.0
76561198065951763,,,,646570.0
pandanz,,,,707310.0
Red_M,,,,686740.0
arcra_bobinson,,,,750320.0
76561198002193128,,,,750340.0
76561198035472583,,,,552990.0
icedblood1703,,,,750341.0
piplup40,,,,731160.0
76561198093344933,,,,731150.0
76561198002239134,,,,750342.0
abihebat66,,,,727990.0
honkychonky,,,,727980.0
76561198044621638,,,,720680.0
76561198032091115,,,,721260.0
hihihello1234,,,,335620.0
76561198042021806,,,,704810.0
76561198100312725,,,,721290.0
76561198074045134,,,,714470.0
Pitter-Patter,,,,706110.0
76561197992745812,,,,499210.0
76561198107093846,,,,620680.0
76561198056230004,,,,677992.0
76561198045420316,,,,746450.0
76561198091006606,,,,677996.0
76561198039113720,,,,585900.0
76561198067799997,,,,560300.0
76561198060406119,,,,734080.0
pizzadude04,,,,719020.0
76561198003798013,,,,637778.0
76561198043846128,,,,637779.0
76561198043082457,,,,484930.0
76561198042243844,,,,637777.0
76561198117713583,,,,637780.0
luckyrock,,,,637782.0
Plak-e-bow,,,,637781.0
76561198108661378,,,,734280.0
PlanetTheGreat,,,,721270.0
Wolf4341,,,,744890.0
i_am_disappoint3,,,,712970.0
sananaderi,,,,748850.0
76561198080406043,,,,745500.0
stopstealingmyurlnames,,,,745510.0
76561198036824569,,,,706130.0
76561198082588112,,,,713450.0
76561198054853668,,,,710760.0
76561198080639315,,,,683993.0
76561198044304918,,,,730270.0
playerqwerty,,,,622020.0
Playerupjack,,,,726410.0
76561198043825936,,,,692310.0
pleaky,,,,728610.0
76561198060302062,,,,542790.0
plowzy_,,,,464340.0
plubben1,,,,566970.0
76561198067272238,,,,635330.0
76561198056997935,,,,754070.0
plumpyberries,,,,643150.0
PlushTurtle,,,,709410.0
76561198064256358,,,,634320.0
76561198052123464,,,,695970.0
plutopass,,,,716430.0
76561198044367162,,,,754210.0
pnadapower,,,,736200.0
panda2349,,,,737280.0
valeiskill,,,,701280.0
Whoppy,,,,736110.0
PobbiC,,,,570840.0
76561198076864897,,,,690350.0
ThePocketMedic,,,,705220.0
76561198042647341,,,,719600.0
poedgirl,,,,589240.0
nibbly,,,,745420.0
nicesuit,,,,665450.0
76561198107631647,,,,716230.0
pokepearl,,,,407630.0
pokkles,,,,215830.0
76561198077251565,,,,729910.0
76561198023459870,,,,673590.0
mentipede,,,,670090.0
76561198054793812,,,,741100.0
DeadNiggaStorage,,,,729920.0
zaph1803,,,,749580.0
sovietbus,,,,735010.0
dominator2001,,,,569570.0
tobsta08,,,,753530.0
76561198048368056,,,,649790.0
skyfii,,,,606710.0
76561198061805895,,,,736280.0
76561198011213659,,,,733200.0
76561198086207075,,,,747180.0
76561198095920137,,,,743570.0
chipotleez,,,,744290.0
76561198045395013,,,,745120.0
76561198074487043,,,,718240.0
76561198098952065,,,,725280.0
76561198030578877,,,,488760.0
snoopfogg,,,,731940.0
sbeeziz,,,,747900.0
76561198006585818,,,,728660.0
76561198027823292,,,,503750.0
76561198073882111,,,,739410.0
76561198057543667,,,,733760.0
76561198066291680,,,,640800.0
popyog,,,,723470.0
76561198045770617,,,,719410.0
76561198093078781,,,,741010.0
tonysp888stars,,,,746180.0
Pork_Sausage,,,,744420.0
76561198084020268,,,,735350.0
76561198162506111,,,,710860.0
porticoo,,,,562390.0
76561198079107907,,,,746870.0
76561198050424934,,,,639540.0
iamnotcool,,,,584096.0
76561198078584463,,,,624090.0
76561198069410187,,,,624120.0
PostiePanda,,,,719220.0
76561197992005814,,,,711732.0
76561198023989497,,,,711731.0
spookypotato,,,,711733.0
propablynotbatman,,,,711734.0
PlayZonee,,,,711735.0
76561198086498682,,,,711736.0
fierceflea,,,,711737.0
76561197964310685,,,,711738.0
potatoesgg,,,,711740.0
xX_l337_Xx,,,,711746.0
76561198084614327,,,,711745.0
zentec888,,,,711741.0
potternerd,,,,711739.0
76561197966723681,,,,556860.0
Victorypower,,,,684630.0
76561198045618285,,,,494670.0
76561198045635178,,,,748890.0
phd_greg,,,,733420.0
76561198077794054,,,,730580.0
predgaming,,,,707230.0
76561198015213118,,,,655100.0
POKESTEAM,,,,738210.0
SpyLab,,,,667220.0
RadekOfBoktor,,,,738850.0
miscgaming,,,,652040.0
76561198044662127,,,,730390.0
SoloWing3844,,,,751702.0
76561198055511400,,,,665790.0
76561198016174343,,,,695210.0
GrumpyFoxx,,,,749090.0
76561198040344081,,,,744380.0
76561198057865855,,,,715100.0
prestiprestipresti,,,,735470.0
sabfy72uibngbniasfoq2hgio,,,,732430.0
76561198054773523,,,,733520.0
76561198068408128,,,,709060.0
jprezo,,,,706840.0
76561198299869543,,,,690460.0
76561197981959164,,,,720850.0
76561198035792063,,,,727550.0
76561198072690606,,,,645920.0
KISS_FREAK,,,,747410.0
76561197985663598,,,,729940.0
76561198069132853,,,,566430.0
76561198082110577,,,,748080.0
PrivateSpades,,,,742410.0
76561198025584885,,,,741380.0
zeronostar,,,,626550.0
Pro2rk,,,,577970.0
procrastin8or,,,,728670.0
76561198035351736,,,,748500.0
76561198069690973,,,,705540.0
proffink,,,,705520.0
ProfCuddles,,,,746230.0
JohnMotherfuckingWick,,,,732290.0
76561198031410971,,,,749620.0
76561198062470849,,,,677993.0
76561198057210491,,,,677994.0
76561198087584008,,,,642790.0
76561198105214700,,,,718740.0
corruptis,,,,740120.0
PROGAMER963,,,,738830.0
76561198077803539,,,,657300.0
76561198012742919,,,,711130.0
76561198009517461,,,,623620.0
stupidpieceofcode,,,,742030.0
76561198077695125,,,,749610.0
76561198042772771,,,,695460.0
syphom4a1s,,,,720200.0
76561198172833341,,,,493080.0
76561198077669692,,,,632470.0
76561198060657248,,,,652140.0
76561198055332419,,,,695190.0
76561198127901075,,,,738200.0
ProxiiZ,,,,748790.0
76561198065338485,,,,664970.0
76561198070531244,,,,705530.0
76561198041379275,,,,749280.0
76561198061893332,,,,725320.0
PsG_Wak,,,,751030.0
76561198137684973,,,,715910.0
76561198072474372,,,,723500.0
Zbsilversurfer,,,,554870.0
76561198094182977,,,,456670.0
76561198014924388,,,,740300.0
Lotse01,,,,698370.0
76561198060201321,,,,637772.0
76561198065835381,,,,718900.0
76561198042270457,,,,637774.0
76561198035934202,,,,637776.0
ptree224b,,,,637773.0
76561198064749151,,,,637775.0
ZePoatat,,,,700650.0
MissBender,,,,741313.0
76561198052654719,,,,716420.0
76561198064484479,,,,741270.0
76561198076524484,,,,740220.0
76561198046824930,,,,663690.0
Goodgoodkung,,,,737830.0
crosspotato,,,,488480.0
76561198080126648,,,,731670.0
pulsarforce,,,,723830.0
Pulseairwalk,,,,725353.0
kanyetothe,,,,737780.0
76561198040311085,,,,714510.0
76561198062775378,,,,739990.0
thepumpkinator,,,,744340.0
76561197998557042,,,,742240.0
76561198038536815,,,,691560.0
Pungkond,,,,717090.0
scottbrady,,,,719920.0
PunkedFlip,,,,718290.0
76561198052998016,,,,718150.0
blitzsturm,,,,717130.0
76561198071253402,,,,694760.0
76561198075319176,,,,712120.0
BestKingpin,,,,680750.0
76561198066983571,,,,748140.0
76561198065776157,,,,678750.0
BadGraves,,,,716410.0
aldwinsanity,,,,741280.0
76561198038332808,,,,741281.0
76561198055825196,,,,741282.0
76561198061600791,,,,710550.0
76561198093656407,,,,722410.0
purplepause,,,,722590.0
pusheeee,,,,656060.0
billnyeismydad,,,,727070.0
Don_Killuminati,,,,738480.0
