,item_id,sentiment_analysis
4005,218620,2
4006,107410,0
4007,203140,0
4008,6860,2
4009,220200,2
4010,219640,1
4011,221100,2
4012,440,2
4013,330840,2
4014,4000,2
4015,227940,2
4016,1250,2
4017,245760,1
4018,440,1
4019,252950,1
4020,271590,1
4021,206420,2
4022,25000,1
4023,206500,0
4024,232090,0
4025,249050,2
4026,211820,2
4027,208090,0
4028,227220,2
4029,204300,1
4030,310370,1
4031,346900,1
4032,304050,2
4033,286080,2
4034,218620,2
4035,440,1
4036,8930,2
4037,245470,1
4038,730,0
4039,570,2
4040,219890,0
4041,220200,1
4042,242820,1
4043,208090,0
4044,620,1
4045,8190,2
4046,550,2
4047,440,2
4048,219640,2
4049,202170,1
4050,377160,2
4051,212680,2
4052,246620,2
4053,304930,1
4054,42700,0
4055,65800,2
4056,4000,2
4057,440,1
4058,265930,2
4059,236390,1
4060,51100,2
4061,319510,1
4062,387860,2
4063,377160,1
4064,218620,1
4065,334230,1
4066,57690,2
4067,440,2
4068,214950,2
4069,730,1
4070,1840,2
4071,487220,2
4072,432020,0
4073,220200,1
4074,310380,1
4075,300380,2
4076,211420,0
4077,252950,1
4078,322170,2
4079,304930,2
4080,218620,2
4081,1250,2
4082,251060,0
4083,344760,2
4084,245910,2
4085,113204,1
4086,204360,2
4087,208090,2
4088,440,2
4089,221910,1
4090,200170,2
4091,346120,2
4092,105600,2
4093,273110,1
4094,391460,2
4095,17510,1
4096,291550,1
4097,230410,1
4098,202090,0
4099,339280,0
4100,105600,2
4101,70000,1
4102,440,2
4103,72850,0
4104,570,0
4105,218620,1
4106,239660,1
4107,236390,1
4108,55230,2
4109,550,0
4110,282440,1
4111,271590,1
4112,291550,2
4113,256410,1
4114,253250,1
4115,47410,1
4116,351730,1
4117,252490,0
4118,4000,2
4119,620,2
4120,94400,0
4121,325724,1
4122,620,2
4123,620,2
4124,17410,2
4125,221910,2
4126,240,1
4127,440,2
4128,72850,2
4129,570,2
4130,730,1
4131,440,2
4132,218620,0
4133,265550,1
4134,271590,1
4135,440,2
4136,49520,2
4137,440,2
4138,220200,0
4139,17390,2
4140,206420,1
4141,222880,1
4142,252490,1
4143,4000,2
4144,243870,1
4145,218620,2
4146,8930,2
4147,381210,1
4148,271590,1
4149,352460,1
4150,10090,2
4151,4000,1
4152,274940,1
4153,730,2
4154,730,2
4155,346110,0
4156,332800,1
4157,295110,1
4158,252490,2
4159,389570,2
4160,570,2
4161,236390,2
4162,221380,1
4163,383870,1
4164,234140,2
4165,203160,2
4166,4000,0
4167,22110,2
4168,214850,2
4169,55370,2
4170,203850,2
4171,35110,2
4172,4000,2
4173,275850,0
4174,404013,2
4175,364360,1
4176,4000,1
4177,730,1
4178,550,2
4179,730,1
4180,440,2
4181,238460,0
4182,72850,2
4183,440,1
4184,730,2
4185,230410,2
4186,218620,2
4187,730,2
4188,268500,2
4189,252490,0
4190,334230,2
4191,570,2
4192,550,1
4193,271590,1
4194,241930,2
4195,248570,2
4196,252950,2
4197,730,2
4198,6060,2
4199,440,1
4200,298110,2
4201,730,2
4202,383120,1
4203,496920,2
4204,238430,0
4205,444090,1
4206,208090,1
4207,730,1
4208,730,2
4209,9340,1
4210,219740,1
4211,313340,1
4212,245170,1
4213,247730,2
4214,437220,0
4215,379720,1
4216,381210,1
4217,252950,1
4218,209650,0
4219,219890,0
4220,620,0
4221,436090,2
4222,321960,0
4223,381210,0
4224,570,0
4225,252490,1
4226,277930,1
4227,246280,0
4228,440,1
4229,308420,2
4230,500,2
4231,304930,0
4232,272600,2
4233,232790,2
4234,352520,2
4235,384630,2
4236,288160,1
4237,395520,2
4238,346250,1
4239,47890,2
4240,211420,2
4241,200210,1
4242,346110,1
4243,42160,2
4244,1930,1
4245,12220,2
4246,8930,1
4247,9900,0
4248,220240,2
4249,24740,2
4250,238960,1
4251,47410,0
4252,8870,2
4253,222900,2
4254,268400,1
4255,440,2
4256,366660,1
4257,330830,1
4258,319630,2
4259,498240,2
4260,250320,1
4261,221100,0
4262,201830,1
4263,385760,1
4264,287700,1
4265,304930,1
4266,730,1
4267,393010,2
4268,550,1
4269,8190,2
4270,730,1
4271,440,2
4272,299860,0
4273,434570,2
4274,285900,1
4275,333930,1
4276,243870,1
4277,265630,2
4278,291480,2
4279,730,1
4280,105600,2
4281,49520,2
4282,236850,2
4283,394360,1
4284,244450,2
4285,221100,1
4286,218620,0
4287,223710,1
4288,208090,1
4289,304930,2
4290,51100,2
4291,104900,1
4292,49520,2
4293,4000,0
4294,221100,0
4295,220050,1
4296,620,2
4297,215470,2
4298,16730,2
4299,236430,2
4300,250900,2
4301,298260,1
4302,452650,1
4303,409170,2
4304,313340,2
4305,204360,2
4306,235780,2
4307,224580,1
4308,386070,1
4309,230190,0
4310,570,2
4311,509840,0
4312,418010,1
4313,10220,2
4314,252950,1
4315,107900,1
4316,227940,2
4317,298240,2
4318,730,2
4319,204100,0
4320,265770,1
4321,22380,1
4322,219740,2
4323,214950,1
4324,4000,1
4325,730,2
4326,4780,1
4327,440,2
4328,570,2
4329,34900,1
4330,204300,0
4331,49520,0
4332,245170,2
4333,402180,0
4334,730,1
4335,67370,2
4336,105600,2
4337,22320,2
4338,286100,1
4339,4000,2
4340,304050,2
4341,302830,2
4342,440,0
4343,253710,1
4344,72850,0
4345,213650,2
4346,6060,2
4347,218230,1
4348,389170,2
4349,480480,0
4350,204300,2
4351,570,2
4352,211820,2
4353,370100,1
4354,4000,2
4355,105600,2
4356,730,2
4357,440,0
4358,107900,1
4359,620,2
4360,311210,0
4361,8930,2
4362,417860,1
4363,209160,0
4364,220,2
4365,333930,2
4366,400,1
4367,219890,2
4368,107600,2
4369,440,2
4370,45100,2
4371,730,2
4372,209870,1
4373,209160,0
4374,107410,1
4375,226700,0
4376,250400,2
4377,346110,1
4378,221910,2
4379,322330,1
4380,359550,1
4381,383870,1
4382,322500,2
4383,237930,1
4384,209060,1
4385,243870,1
4386,239140,2
4387,301520,2
4388,570,1
4389,221100,0
4390,4000,1
4391,202130,0
4392,203160,2
4393,206210,2
4394,203140,1
4395,219890,2
4396,440,2
4397,211820,0
4398,105600,1
4399,440,2
4400,394230,2
4401,346110,2
4402,358150,2
4403,301520,0
4404,72850,1
4405,304930,2
4406,200210,2
4407,51100,1
4408,440,2
4409,224540,1
4410,248820,2
4411,242860,2
4412,394360,2
4413,105600,1
4414,329130,2
4415,440,2
4416,730,2
4417,244850,2
4418,222880,2
4419,207350,2
4420,331220,2
4421,440,2
4422,440,2
4423,311210,0
4424,304930,2
4425,346900,2
4426,212680,2
4427,339120,2
4428,242920,2
4429,290080,1
4430,440,2
4431,8930,1
4432,322500,2
4433,203770,2
4434,227100,1
4435,221640,0
4436,273390,1
4437,242760,2
4438,33930,2
4439,218620,2
4440,440,2
4441,4000,2
4442,113400,0
4443,253710,1
4444,1840,2
4445,440,0
4446,730,0
4447,241560,0
4448,107410,2
4449,263540,2
4450,227300,2
4451,247020,0
4452,206210,2
4453,208090,1
4454,35450,2
4455,391540,1
4456,248570,0
4457,220440,2
4458,50130,2
4459,240,2
4460,203160,2
4461,413150,2
4462,250900,0
4463,440,1
4464,351640,2
4465,222880,1
4466,224260,2
4467,209650,2
4468,730,0
4469,381210,2
4470,730,2
4471,72850,0
4472,378120,0
4473,209870,2
4474,252950,0
4475,570,1
4476,226700,0
4477,214950,2
4478,207230,0
4479,214950,2
4480,244850,1
4481,218620,1
4482,253710,0
4483,221100,2
4484,440,0
4485,379980,2
4486,374320,1
4487,311310,1
4488,570,1
4489,200260,2
4490,270570,1
4491,218130,1
4492,1670,0
4493,360480,0
4494,42160,0
4495,252950,2
4496,440,2
4497,105600,0
4498,322330,2
4499,221100,2
4500,252490,1
4501,359050,0
4502,265630,0
4503,730,2
4504,242760,2
4505,570,2
4506,275850,1
4507,222880,1
4508,35700,2
4509,17710,2
4510,28050,2
4511,440,1
4512,730,2
4513,440,1
4514,224260,2
4515,304930,2
4516,24240,2
4517,440,2
4518,730,1
4519,222880,2
4520,4000,2
4521,1250,1
4522,8870,1
4523,620,1
4524,200510,2
4525,12470,0
4526,730,1
4527,273110,1
4528,247020,0
4529,343780,2
4530,236430,2
4531,570,1
4532,271860,0
4533,239220,1
4534,383870,2
4535,4000,1
4536,218620,2
4537,219640,1
4538,264140,1
4539,253690,1
4540,264200,1
4541,208090,1
4542,24200,2
4543,204360,1
4544,730,2
4545,212500,1
4546,33460,0
4547,730,1
4548,319510,0
4549,319630,2
4550,730,1
4551,322170,1
4552,440,2
4553,243870,0
4554,570,1
4555,220260,2
4556,1250,0
4557,48700,2
4558,201790,2
4559,730,2
4560,212160,2
4561,550,0
4562,4000,2
4563,240,2
4564,440,1
4565,218620,2
4566,730,1
4567,252490,1
4568,4000,0
4569,250600,1
4570,440,1
4571,386510,1
4572,393420,0
4573,51100,1
4574,252490,1
4575,301520,2
4576,275850,1
4577,50300,0
4578,379720,2
4579,208650,1
4580,250600,1
4581,260230,2
4582,265930,2
4583,17470,0
4584,238460,0
4585,440,1
4586,231430,1
4587,227940,2
4588,301640,1
4589,70000,0
4590,275850,0
4591,262060,1
4592,232090,1
4593,205100,2
4594,730,2
4595,218620,2
4596,4000,0
4597,239820,0
4598,33440,2
4599,236390,2
4600,440,0
4601,8340,2
4602,1840,1
4603,400,0
4604,252490,2
4605,219740,1
4606,218620,1
4607,730,1
4608,570,1
4609,236090,1
4610,440,2
4611,39210,2
4612,379720,0
4613,265930,1
4614,209650,1
4615,252490,1
4616,333930,1
4617,4000,2
4618,286160,1
4619,570,2
4620,242130,0
4621,254440,0
4622,730,2
4623,4000,2
4624,273110,2
4625,437220,2
4626,730,1
4627,253710,0
4628,570,2
4629,224260,0
4630,300040,2
4631,449680,1
4632,387240,2
4633,207750,1
4634,292030,1
4635,620,2
4636,238210,1
4637,70,2
4638,45760,0
4639,730,2
4640,730,2
4641,256190,1
4642,17410,1
4643,319630,2
4644,261030,1
4645,236390,0
4646,226700,1
4647,315430,2
4648,218470,1
4649,252490,0
4650,730,1
4651,105600,1
4652,304050,2
4653,440,2
4654,311210,1
4655,218620,2
4656,342970,2
4657,4000,2
4658,248820,2
4659,71250,0
4660,238430,2
4661,304930,2
4662,431240,2
4663,730,0
4664,222880,2
4665,440,2
4666,239660,2
4667,440,2
4668,730,1
4669,440,1
4670,226700,1
4671,254200,1
4672,411830,2
4673,105600,1
4674,440,1
4675,204360,2
4676,275850,1
4677,284140,1
4678,202170,2
4679,231250,1
4680,203770,1
4681,200510,2
4682,91310,2
4683,40930,1
4684,98800,1
4685,7760,0
4686,252490,2
4687,270550,2
4688,333930,0
4689,304050,1
4690,236390,1
4691,4000,2
4692,333930,0
4693,220780,2
4694,212070,0
4695,244850,1
4696,242860,1
4697,730,2
4698,252490,0
4699,247430,1
4700,245620,2
4701,300,2
4702,4000,2
4703,6060,2
4704,221100,1
4705,304650,2
4706,24240,2
4707,252950,2
4708,346110,1
4709,3730,0
4710,10680,0
4711,214490,2
4712,251570,1
4713,105600,0
4714,730,2
4715,440,0
4716,304930,2
4717,355960,2
4718,113200,1
4719,570,1
4720,266840,2
4721,306830,1
4722,4000,1
4723,222880,0
4724,322070,1
4725,346110,2
4726,730,2
4727,236870,2
4728,231430,2
4729,260230,1
4730,333930,2
4731,4000,1
4732,730,1
4733,219740,2
4734,221100,1
4735,730,1
4736,271590,1
4737,214950,1
4738,368230,2
4739,235800,1
4740,252490,2
4741,224260,2
4742,730,2
4743,304930,0
4744,570,0
4745,216150,0
4746,224540,0
4747,208090,1
4748,206190,2
4749,214950,1
4750,550,1
4751,274940,1
4752,730,1
4753,275100,2
4754,221100,2
4755,226700,1
4756,49520,2
4757,63380,2
4758,216150,2
4759,200210,2
4760,306020,2
4761,105600,0
4762,236390,2
4763,230410,2
4764,42160,2
4765,244850,1
4766,218620,1
4767,6060,0
4768,220200,2
4769,243870,0
4770,417860,1
4771,8870,0
4772,209870,0
4773,230410,1
4774,211820,1
4775,291550,2
4776,322330,1
4777,251060,1
4778,246620,1
4779,730,2
4780,222880,2
4781,218620,2
4782,440,2
4783,570,2
4784,219150,2
4785,440,2
4786,304930,2
4787,570,2
4788,271290,2
4789,467820,2
4790,337320,2
4791,377160,1
4792,427730,2
4793,236390,1
4794,346110,2
4795,244450,2
4796,295110,2
4797,227940,2
4798,24860,1
4799,251060,1
4800,440,2
4801,242760,2
4802,35450,2
4803,33930,1
4804,284160,1
4805,271590,0
4806,440,1
4807,730,2
4808,232090,1
4809,255420,2
4810,381210,2
4811,218620,0
4812,107410,2
4813,346110,2
4814,730,2
4815,440,2
4816,4000,1
4817,240,1
4818,8930,1
4819,4000,2
4820,472060,2
4821,6060,1
4822,221100,1
4823,730,1
4824,47790,0
4825,43110,2
4826,620,2
4827,311340,2
4828,351790,0
4829,282900,2
4830,322330,1
4831,4000,0
4832,105600,2
4833,375960,2
4834,218620,2
4835,440,2
4836,99900,2
4837,550,2
4838,252490,2
4839,260430,1
4840,275850,1
4841,212480,1
4842,265550,2
4843,570,2
4844,730,2
4845,248570,2
4846,39510,2
4847,220,2
4848,33980,0
4849,410210,0
4850,336380,0
4851,222480,0
4852,219890,2
4853,295110,1
4854,440,1
4855,8930,2
4856,730,0
4857,4000,2
4858,223490,0
4859,108600,1
4860,730,0
4861,4000,0
4862,22380,0
4863,72850,0
4864,259080,1
4865,297120,2
4866,238320,1
4867,239200,1
4868,229580,0
4869,329830,0
4870,305620,2
4871,242760,2
4872,72200,2
4873,104900,1
4874,292030,2
4875,413420,2
4876,250320,2
4877,48700,2
4878,292030,2
4879,70000,2
4880,212680,2
4881,285900,0
4882,252490,1
4883,274170,1
4884,24240,2
4885,620,2
4886,34030,2
4887,48000,1
4888,211420,1
4889,8930,2
4890,57300,2
4891,4000,1
4892,242860,1
4893,7940,1
4894,56400,2
4895,96400,2
4896,730,2
4897,233720,2
4898,55230,0
4899,22380,2
4900,313371,2
4901,215280,2
4902,33100,1
4903,250600,2
4904,214560,1
4905,234140,2
4906,409160,1
4907,72850,1
4908,207610,2
4909,15700,2
4910,323470,1
4911,33930,1
4912,241540,2
4913,730,2
4914,208090,1
4915,234530,0
4916,225540,0
4917,242760,0
4918,311210,0
4919,437220,0
4920,304930,1
4921,262410,2
4922,22300,2
4923,33930,2
4924,284160,2
4925,311400,2
4926,730,2
4927,291480,0
4928,412880,2
4929,390670,2
4930,384190,1
4931,256290,0
4932,391540,2
4933,570,0
4934,206420,1
4935,230410,1
4936,245170,2
4937,293260,2
4938,246420,2
4939,4000,2
4940,620,2
4941,226700,1
4942,440,2
4943,730,2
4944,550,1
4945,570,1
4946,304930,2
4947,4720,0
4948,730,0
4949,570,0
4950,271590,2
4951,407530,1
4952,252490,1
4953,346110,2
4954,730,2
4955,242760,1
4956,200210,1
4957,204360,0
4958,65800,2
4959,226700,1
4960,438680,1
4961,239220,2
4962,285920,2
4963,253250,2
4964,105600,1
4965,250260,1
4966,250500,2
4967,322330,2
4968,219740,2
4969,4000,2
4970,230410,1
4971,22330,2
4972,402840,1
4973,9900,2
4974,404410,2
4975,449980,2
4976,385770,2
4977,225140,2
4978,730,1
4979,218230,2
4980,50620,2
4981,204530,2
4982,9420,1
4983,301520,2
4984,4000,0
4985,730,2
4986,570,2
4987,209870,2
4988,440,1
4989,34330,2
4990,214560,2
4991,202090,1
4992,236870,1
4993,213670,2
4994,218230,2
4995,108600,2
4996,220860,2
4997,230410,0
4998,22370,2
4999,237850,2
5000,358090,1
5001,8850,2
5002,377160,2
5003,7670,2
5004,730,2
5005,440,0
5006,212680,1
5007,369200,1
5008,630,1
5009,244630,1
5010,383080,1
5011,730,1
5012,270550,2
5013,214420,2
5014,72850,2
5015,730,2
5016,252950,1
5017,241930,1
5018,311210,2
5019,399790,2
5020,234772,2
5021,440,2
5022,730,0
5023,291550,2
5024,243870,2
5025,346110,1
5026,105600,1
5027,204180,2
5028,314020,0
5029,43160,2
5030,440,1
5031,730,2
5032,240,0
5033,360730,2
5034,304930,2
5035,424280,2
5036,346900,2
5037,4000,0
5038,440,2
5039,107410,2
5040,228380,2
5041,241540,2
5042,440,2
5043,8980,2
5044,219150,1
5045,239820,1
5046,203160,0
5047,55230,1
5048,72850,2
5049,10090,1
5050,49520,2
5051,330830,1
5052,219150,1
5053,234710,2
5054,72850,1
5055,94400,1
5056,304930,2
5057,253710,2
5058,346110,1
5059,221100,0
5060,311210,2
5061,109600,2
5062,238430,1
5063,42160,1
5064,4000,1
5065,12210,1
5066,208480,1
5067,238460,0
5068,206521,2
5069,207250,2
5070,307070,1
5071,351800,1
5072,23310,1
5073,92800,0
5074,287700,1
5075,368720,2
5076,259680,0
5077,730,1
5078,244710,1
5079,34900,0
5080,570,1
5081,230290,2
5082,262060,1
5083,218620,2
5084,251570,1
5085,304930,2
5086,55230,2
5087,220760,1
5088,208580,2
5089,354500,2
5090,6880,0
5091,24240,1
5092,206420,1
5093,242860,2
5094,214420,0
5095,241930,2
5096,49520,2
5097,236390,1
5098,107410,1
5099,359320,1
5100,252950,1
5101,301520,2
5102,214490,1
5103,239030,1
5104,8930,1
5105,730,1
5106,238010,1
5107,211500,1
5108,8190,1
5109,730,2
5110,50650,1
5111,218620,0
5112,105600,2
5113,8870,2
5114,45760,0
5115,730,1
5116,55230,1
5117,8930,2
5118,314160,2
5119,24010,1
5120,255710,1
5121,40100,2
5122,214950,2
5123,35450,2
5124,211820,1
5125,1250,0
5126,298260,1
5127,440,2
5128,72850,2
5129,570,0
5130,204360,1
5131,440,2
5132,252490,1
5133,461560,1
5134,391540,2
5135,274190,1
5136,440,2
5137,386360,0
5138,399834,2
5139,248820,2
5140,440,2
5141,353560,2
5142,730,2
5143,72850,0
5144,252490,2
5145,214950,0
5146,206500,2
5147,221100,1
5148,4000,2
5149,730,1
5150,337000,2
5151,211820,2
5152,275850,0
5153,319510,0
5154,107410,1
5155,444560,1
5156,304930,2
5157,264200,1
5158,293500,0
5159,34900,1
5160,206420,2
5161,440,0
5162,8930,2
5163,264710,2
5164,244850,1
5165,333930,2
5166,34900,2
5167,293500,2
5168,377160,1
5169,275850,1
5170,447820,2
5171,379720,2
5172,364360,1
5173,253250,2
5174,242920,2
5175,302670,2
5176,291370,2
5177,316430,1
5178,376210,1
5179,376210,1
5180,72850,2
5181,4700,2
5182,218620,2
5183,364360,1
5184,7670,1
5185,2450,1
5186,433340,2
5187,440,2
5188,236390,1
5189,105600,2
5190,319630,1
5191,550,1
5192,496920,1
5193,365300,1
5194,322330,2
5195,234710,1
5196,281990,1
5197,427520,2
5198,386360,2
5199,246090,0
5200,220440,2
5201,325610,2
5202,295110,0
5203,298630,2
5204,1250,1
5205,227940,1
5206,391460,1
5207,70600,0
5208,440,2
5209,55150,2
5210,730,2
5211,105600,2
5212,224260,2
5213,230410,2
5214,271590,1
5215,245170,2
5216,204630,0
5217,222880,1
5218,550,2
5219,730,1
5220,282900,1
5221,218620,2
5222,238960,2
5223,243470,1
5224,238320,0
5225,219740,2
5226,221100,0
5227,291480,2
5228,252490,0
5229,550,2
5230,350080,2
5231,298240,2
5232,227940,2
5233,391460,2
5234,730,0
5235,263020,2
5236,316390,0
5237,353360,2
5238,223710,1
5239,570,1
5240,17080,1
5241,224540,0
5242,35460,1
5243,99300,2
5244,10,2
5245,261980,1
5246,71165,2
5247,221100,1
5248,17460,2
5249,22380,0
5250,33230,2
5251,730,1
5252,319630,1
5253,730,2
5254,4000,2
5255,273350,2
5256,94400,2
5257,222880,2
5258,730,1
5259,92100,0
5260,370040,0
5261,224540,1
5262,310740,2
5263,264710,1
5264,334070,2
5265,391720,0
5266,4000,2
5267,630,2
5268,39120,2
5269,34030,0
5270,24500,2
5271,440,1
5272,242720,1
5273,307780,1
5274,323470,2
5275,346110,1
5276,271590,2
5277,10130,2
5278,346110,0
5279,277590,1
5280,242720,1
5281,252490,2
5282,280180,2
5283,317360,2
5284,339610,2
5285,211820,2
5286,8850,1
5287,233450,1
5288,55230,0
5289,212680,2
5290,271590,2
5291,221100,2
5292,241930,2
5293,730,2
5294,440,2
5295,221100,1
5296,385800,0
5297,274170,0
5298,730,1
5299,570,1
5300,218620,1
5301,333600,2
5302,230410,1
5303,91310,2
5304,45770,2
5305,4000,0
5306,304930,1
5307,63380,2
5308,7670,0
5309,370100,1
5310,205230,0
5311,253710,1
5312,267610,1
5313,22380,0
5314,263960,2
5315,47790,1
5316,227940,1
5317,295110,2
5318,51100,1
5319,298110,2
5320,265630,1
5321,200210,2
5322,440,1
5323,218620,2
5324,440,0
5325,227700,1
5326,449550,1
5327,17520,2
5328,211820,1
5329,236450,2
5330,4000,1
5331,357480,2
5332,49520,1
5333,730,2
5334,570,2
5335,226620,2
5336,8870,1
5337,204300,1
5338,230410,2
5339,105600,2
5340,287700,0
5341,274520,0
5342,304930,2
5343,211420,1
5344,730,1
5345,204300,2
5346,393410,1
5347,409160,1
5348,263500,0
5349,234190,1
5350,24200,2
5351,2870,1
5352,303210,1
5353,49600,2
5354,209670,1
5355,201310,1
5356,266430,2
5357,4000,2
5358,251430,2
5359,214830,1
5360,220780,0
5361,291550,1
5362,374570,2
5363,368990,1
5364,200210,0
5365,209870,1
5366,33460,0
5367,296970,2
5368,274190,2
5369,48700,2
5370,38830,1
5371,105600,2
5372,200710,2
5373,35140,2
5374,200210,2
5375,233450,2
5376,108600,1
5377,440,2
5378,322500,2
5379,730,2
5380,211820,2
5381,4000,1
5382,239350,1
5383,208090,1
5384,4000,1
5385,223710,1
5386,206500,0
5387,243870,1
5388,351890,2
5389,550,1
5390,319510,1
5391,51100,1
5392,274170,2
5393,99900,0
5394,304930,1
5395,354140,2
5396,212200,0
5397,49520,2
5398,211420,2
5399,99900,2
5400,250400,2
5401,346110,1
5402,323370,0
5403,222900,1
5404,301520,1
5405,244850,2
5406,230410,2
5407,247730,1
5408,220200,1
5409,8870,1
5410,105600,1
5411,224540,1
5412,440,2
5413,271590,1
5414,620,2
5415,240,2
5416,209160,0
5417,49520,2
5418,311210,1
5419,218620,0
5420,273070,1
5421,2400,1
5422,440,1
5423,730,1
5424,417860,1
5425,72850,1
5426,214950,1
5427,282070,2
5428,48700,1
5429,252490,2
5430,218620,1
5431,730,2
5432,227300,1
5433,8870,1
5434,94400,1
5435,63380,1
5436,219740,2
5437,221380,2
5438,22380,2
5439,391540,2
5440,422970,1
5441,463110,1
5442,304930,2
5443,222880,2
5444,259080,2
5445,107410,1
5446,304050,0
5447,218620,1
5448,271590,2
5449,440,1
5450,282070,2
5451,337950,1
5452,203770,2
5453,236430,2
5454,394230,2
5455,104900,1
5456,221910,2
5457,374320,1
5458,72850,2
5459,235460,2
5460,108600,2
5461,294100,1
5462,221100,2
5463,322070,1
5464,440,2
5465,346110,1
5466,204880,2
5467,252490,1
5468,1250,1
5469,32400,1
5470,33310,1
5471,252490,1
5472,304930,2
5473,34030,1
5474,240,2
5475,4780,1
5476,34330,2
5477,730,1
5478,319630,1
5479,219740,1
5480,206440,1
5481,440,2
5482,8870,2
5483,39150,2
5484,298110,0
5485,1250,2
5486,200510,2
5487,22380,2
5488,104900,1
5489,224260,1
5490,12750,1
5491,218620,1
5492,232770,1
5493,397550,2
5494,289130,2
5495,230410,1
5496,265630,1
5497,260230,2
5498,240,1
5499,362890,1
5500,290340,1
5501,65980,2
5502,353830,1
5503,271240,2
5504,246620,1
5505,233250,1
5506,398913,2
5507,386070,1
5508,99300,2
5509,244850,2
5510,305620,2
5511,4000,0
5512,290080,2
5513,42680,2
5514,224540,1
5515,730,1
5516,224260,2
5517,620,0
5518,383080,1
5519,240,2
5520,6060,0
5521,212800,2
5522,207140,2
5523,417860,2
5524,620,1
5525,252950,1
5526,221100,2
5527,227180,2
5528,214950,2
5529,8870,2
5530,212680,1
5531,271590,2
5532,221100,0
5533,107410,1
5534,221640,2
5535,620,1
5536,244850,1
5537,275850,1
5538,730,1
5539,730,1
5540,340,1
5541,221100,1
5542,388520,2
5543,311210,0
5544,365590,2
5545,730,2
5546,440,1
5547,230410,2
5548,399580,1
5549,236390,0
5550,344750,0
5551,368900,2
5552,398710,2
5553,107410,1
5554,72850,1
5555,407900,2
5556,202970,1
5557,233860,1
5558,104900,0
5559,211820,1
5560,105600,1
5561,417860,2
5562,440,1
5563,220240,2
5564,220,2
5565,440,2
5566,200510,2
5567,287390,0
5568,35450,1
5569,304930,1
5570,730,2
5571,440,2
5572,295110,1
5573,388490,1
5574,1840,2
5575,248570,2
5576,8870,1
5577,730,2
5578,357480,0
5579,218620,0
5580,375230,1
5581,364360,1
5582,359550,1
5583,620,2
5584,263760,2
5585,630,0
5586,242760,2
5587,298260,2
5588,440,0
5589,250900,1
5590,417860,2
5591,240,1
5592,440,2
5593,105600,1
5594,570,0
5595,220,1
5596,8870,2
5597,730,0
5598,311560,1
5599,208650,1
5600,570,1
5601,268420,2
5602,42160,0
5603,346110,1
5604,377160,2
5605,444560,2
5606,630,2
5607,730,2
5608,4000,2
5609,219640,0
5610,730,0
5611,550,0
5612,243470,2
5613,440,2
5614,236390,1
5615,8930,1
5616,346110,1
5617,252950,2
5618,570,1
5619,570,1
5620,730,2
5621,250180,0
5622,313730,1
5623,108600,1
5624,317360,2
5625,221100,1
5626,252490,1
5627,405310,1
5628,730,1
5629,440,2
5630,346900,1
5631,38720,2
5632,281690,2
5633,570,2
5634,244850,0
5635,346110,1
5636,346010,2
5637,213120,1
5638,440,0
5639,550,0
5640,67370,1
5641,233720,1
5642,280790,1
5643,730,2
5644,228380,1
5645,22350,0
5646,228300,2
5647,23450,0
5648,440,1
5649,303390,1
5650,440,2
5651,8870,1
5652,385370,2
5653,72850,1
5654,323910,1
5655,4000,1
5656,264380,2
5657,259381,1
5658,348090,2
5659,730,1
5660,105600,2
5661,440,1
5662,238460,0
5663,304430,2
5664,17080,1
5665,346110,2
5666,107410,1
5667,250600,1
5668,570,0
5669,72850,2
5670,235800,1
5671,261180,1
5672,105600,2
5673,730,0
5674,310370,2
5675,91310,2
5676,221100,1
5677,440,2
5678,219640,2
5679,200210,0
5680,339610,1
5681,252490,2
5682,105600,1
5683,211420,1
5684,730,2
5685,263360,2
5686,219740,2
5687,440,0
5688,17390,2
5689,213670,1
5690,356520,2
5691,730,2
5692,234140,2
5693,227940,2
5694,440,1
5695,301640,1
5696,381210,2
5697,252490,0
5698,218620,2
5699,224760,1
5700,4000,0
5701,224540,1
5702,304930,1
5703,730,2
5704,271590,1
5705,384190,2
5706,49520,2
5707,298630,2
5708,2310,2
5709,17390,1
5710,246620,2
5711,220200,1
5712,307780,0
5713,263440,1
5714,211820,0
5715,346110,2
5716,233250,2
5717,570,2
5718,261640,2
5719,237110,0
5720,730,1
5721,550,1
5722,304930,2
5723,407420,2
5724,48700,2
5725,221100,2
5726,268500,1
5727,359550,1
5728,200510,1
5729,391730,2
5730,244850,2
5731,222880,1
5732,209160,0
5733,311210,0
5734,289650,1
5735,209650,2
5736,4000,0
5737,21090,2
5738,4000,2
5739,239070,2
5740,319550,1
5741,202090,0
5742,346900,1
5743,270150,1
5744,108600,0
5745,327890,2
5746,285900,2
5747,234190,0
5748,223470,2
5749,104900,1
5750,620,2
5751,375510,2
5752,327860,1
5753,320300,0
5754,227300,1
5755,17460,1
5756,72850,2
5757,208090,1
5758,241600,1
5759,214790,1
5760,35450,0
5761,440,1
5762,247020,2
5763,219640,2
5764,206440,2
5765,8500,1
5766,730,1
5767,570,1
5768,440,1
5769,204450,2
5770,91310,2
5771,550,2
5772,105600,2
5773,233720,2
5774,250380,2
5775,238320,2
5776,440,1
5777,220780,2
5778,730,0
5779,218620,1
5780,8870,2
5781,355180,2
5782,218230,1
5783,200210,2
5784,252490,2
5785,730,2
5786,8930,1
5787,72850,0
5788,252490,0
5789,25000,1
5790,206210,2
